"Name","Email","City","Keyword"
"The Better Chip","info@thebetterchip.com","Los Angeles","food"
"Veggie2 mae toe FoodTube","vegetables.earth@facebook.com","Los Angeles","food"
"Wild Poppy Life","info@wildpoppyjuice.com","Los Angeles","food"
"The Food Business Pivot","hello@segcreate.com","Los Angeles","food"
"Healthy Surprise","support@healthysurprise.com","Los Angeles","food"
"Rachel's Cosmic Cuisine","info@rachelscosmiccuisine.com","Los Angeles","food"
"ORCA Coffee Club","info@orca.coffee","Los Angeles","food"
"Zenify","info@zenifyed.com","Los Angeles","food"
"Hnina","info@hninagourmet.com","Los Angeles","food"
"The Raw Juicery","staff@therawjuicery.com","Los Angeles","food"
"Purely Pinole","info@nativestatefoods.com","Los Angeles","food"
"Mustachios","information@mymustachios.com","Los Angeles","food"
"Socha Tea Company","info@sochatea.com","Los Angeles","food"
"Sandbag's Catering","eric@sandbagswestwood.com","Los Angeles","food"
"Hollywood & Highland","hhinfo@cimgroup.com","Los Angeles","food"
"De Mi Tierra Pizzas","esaezh@hotmail.com","Los Angeles","food"
"Good Times at Davey Wayne's","info@goodtimesatdaveywaynes.com","Los Angeles","food"
"FIGat7th","figat7th@brookfield.com","Los Angeles","food"
"FruitPremium Los Angeles","fruverdu@gmail.com","Los Angeles","food"
"Fatburger","info@fatburger.com","Los Angeles","food"
"Novapizza Los Angeles","novapizza2012@gmail.com","Los Angeles","food"
"Art's Famous Chili Dog Stand, Since 1939","artsdogs@aol.com","Los Angeles","food"
"Angeles National Golf Club","info@angelesnational.com","Los Angeles","food"
"iO WEST","iowestinfo@ioimprov.com","Los Angeles","food"
"Angelino's Coffee","customercare@angelinos.com","Los Angeles","food"
"The Proud Bird Food Bazaar & Events Center","proudbird@srcmail.com","Los Angeles","food"
"Meat The Butchers","mtb@premiermeats.com","Los Angeles","food"
"Demyos Food","food@demyos.com","Los Angeles","food"
"Wrawp","customerservice@wrawp.com","Los Angeles","food"
"Project Angel Food","info@angelfood.org","Los Angeles","food"
"Sabores Sushi Delivery","saboressushi.delivery@gmail.com","Los Angeles","food"
"Folliero's Italian Food and Pizza","folliero.teresa@gmail.com","Los Angeles","food"
"Bebo's BBQ","bebosbbq@gmail.com","Los Angeles","food"
"Electric Dusk Drive-In","ralph@electricduskdrivein.com","Los Angeles","food"
"Miracle Noodle","miraclenoodle@gmail.com","Los Angeles","food"
"Tentempie Food Truck","tentempie.la@gmail.com","Los Angeles","food"
"King Bowl - Best Chinese Food La Los Angeles Silver Lake","bestchineselasilverlake.com","Los Angeles","food"
"Milk and Eggs - Farm & Food Delivery","help@milkandeggs.com","Los Angeles","food"
"Food Chain Workers Alliance","info@foodchainworkers.org","Los Angeles","food"
"Paponas","contacto@paponas.cl","Los Angeles","food"
"Volcanic Red Coffee","remington@volcanicred.com","Los Angeles","food"
"Food Wholesale La Los Angeles CA","foodwholesalela@gmail.com","Los Angeles","food"
"Colombian Delicatessen Food Souvenirs of Los Angeles La","colombianfoodla@gmail.com","Los Angeles","food"
"LA Food Works","rose.leboeuf@gmail.com","Los Angeles","food"
"Aguas Naughty","info@aguasnaughty.com","Los Angeles","food"
"Colombian Food Cafe Bakery La Los Angeles CA","colombianfoodla@gmail.com","Los Angeles","food"
"Latino Food Industry Association","info@latinofoodindustry.org","Los Angeles","food"
"Life Food Organic","vholodryha@gmail.com","Los Angeles","food"
"Color Change Spoons","info@colorchangespoon.com","Los Angeles","food"
"Chicago Food and Beer","chicagofoodandbeer@gmail.com","Chicago","food"
"Chicago Food Truck Festival","chgofoodtruckfest@gmail.com","Chicago","food"
"Greater Chicago Food Depository","chicagosfoodbank@gcfd.org","Chicago","food"
"Chicago Raw Food","info@chicagorawfood.com","Chicago","food"
"ChicagoWest","info@chicagowestfood.com","Chicago","food"
"Chicago Food Planet Food Tours","info@chicagofoodplanet.com","Chicago","food"
"Sutherland's Food & Spirits","party@sutherlandschicago.com","Chicago","food"
"BB's Chicago Style food","bbsbeefandhotdog@yahoo.com","Chicago","food"
"La Cocinita Food Truck Chicago","rachel@lacocinitafoodtruck.com","Chicago","food"
"Sidewalk Food Tour of Chicago","info@sidewalkfoodtours.com","Chicago","food"
"Vegan Food Truck Chicago","foodtruck@stemartaen.com","Chicago","food"
"Food First Chicago","info@foodfirstchicago.com","Chicago","food"
"Chicago Halal Food Festival","info@halalfestivals.com","Chicago","food"
"Chicago Fast Food . comidas rapidas","jucaye17@hotmail.com","Chicago","food"
"JAK's Place  •Slots•Spirits•Food•Fun•","info@777lounge.com","Chicago","food"
"Chicago People's  Food Truck","thepeoplefoodtruck@gmail.com","Chicago","food"
"Bono's. Real Chicago Food.","eatatbonos@gmail.com","Chicago","food"
"Food For Thought","info@fftchicago.com","Chicago","food"
"Chica-Go hot traditional mexican Food","sczersputowski@gmx.de","Chicago","food"
"Chicago Style Food","chicagostyl@ukr.net","Chicago","food"
"New Hope Community Food Pantry Chicago","nhcfp.chicago@gmail.com","Chicago","food"
"Chicago Food Photography-Jason Palermo","palermo212@gmail.com","Chicago","food"
"Cake Sweet Food Chicago","info@cake-chicago.com","Chicago","food"
"Russian Food Delivery","russianfooddelivery@gmail.com","Chicago","food"
"Chicago Food Department Co.","info@chicagofooddepartment.com","Chicago","food"
"Free Food for Kids in Chicago","gr8food4summer@fspro.com","Chicago","food"
"Oberoi's Indian Food Bridgeport","info@oberoisfood.com","Chicago","food"
"Chicago Food Truck Hub","events@chicagofoodtruckhub.com","Chicago","food"
"Chicagoland Food & Beverage Network","info@chicagolandfood.org","Chicago","food"
"Dukan Int'l Food Market","dukanchicago@gmail.com","Chicago","food"
"Chicago Dawg's Food Truck","chicagosdawgs@yahoo.com","Chicago","food"
"Simply Food Chicago","simplyfoodchicago@gmail.com","Chicago","food"
"a la card chicago","info@alacardchicago.com","Chicago","food"
"Little Chicago Food Tour","tlhrsly@cinci.rr.com","Chicago","food"
"Chicago Style Soul-Food & BBQ","chitownsoulfoodbbq@gmail.com","Chicago","food"
"Chicago Food Policy Advisory Council","cfpacmail@gmail.com","Chicago","food"
"Wrigleyville Chicago Food Truck","wrigleyvillechicagofoodtruck@gmail.com","Chicago","food"
"Bionutrient Food Association - Chicago Chapter","bfachicagochapter@gmail.com","Chicago","food"
"Artizone Chicago","info@artizone.com","Chicago","food"
"IFT - Institute of Food Technologists","info@ift.org","Chicago","food"
"Zona Rosa (Chicago)","jplascen@gmail.com","Chicago","food"
"Stock Yards","customerservice@stockyardscustomerservice.com","Chicago","food"
"The Westin Chicago Northwest - Itasca","leads@westinchicagonw.com","Chicago","food"
"Original Rainbow Cone","originalrainbow@rainbowcone.com","Chicago","food"
"Philosophy Coffee","kdelaroca@philosophycoffee.com","Chicago","food"
"Food By Design Chicago","info@chi-townfood.com","Chicago","food"
"MANA food bar","manafoodbar@gmail.com","Chicago","food"
"Chicago Food Coma","natalie.costigan7@gmail.com","Chicago","food"
"Chicago Bakery Pães e Doces Especiais","dani@chicagobakery.com.br","Chicago","food"
"Spin-Spun","info@spin-spun.com","Chicago","food"
"Revival Food Hall","info@revivalfoodhall.com","Chicago","food"
"Foodfellas","info@foodfellaschicago.com","Chicago","food"
"Food & Water Watch - Midwest","jfujan@fwwatch.org","Chicago","food"
"The Cajun Connoisseur Food Truck, Catering and Restaurant","thecajuncon@gmail.com","Chicago","food"
"Pitchfork Food & Saloon","shannon@waterhousechicago.com","Chicago","food"
"Left Coast Food + Juice","hello@leftcoastfood.com","Chicago","food"
"Taus Authentic Food & Drink","info@tausauthentic.com","Chicago","food"
"The Dill Pickle Food Co-op","info@dillpickle.coop","Chicago","food"
"Litehouse whole food grill","litehousewholefoodgrill@gmail.com","Chicago","food"
"Taste of Chicago Concessions & Catering","keihn7758@gmail.com","Chicago","food"
"CheSa's Gluten Tootin Free Food Truck","chesasglutenfree@gmail.com","Chicago","food"
"FOOD Safety Courses","servsafecertification1@gmail.com","Chicago","food"
"RXBAR","info@rxbar.com","Chicago","food"
"Grubhub","social@grubhub.com","Chicago","food"
"Tootsie Roll","www.tootsie.com/contact.php","Chicago","food"
"Home Chef","support@homechef.com","Chicago","food"
"Chicago Food Photography","rich@thecreativebomb.com","Chicago","food"
"Home Run Inn Pizza","info@homeruninn.com","Chicago","food"
"Nurture Life","support@nurturelife.com","Chicago","food"
"Path of Life","info@pathoflifebrand.com","Chicago","food"
"PRE Brands","info@pre-brands.com","Chicago","food"
"Frontera Foods","info@fronterafoods.com","Chicago","food"
"Lobster Gram","customerservice@lobstergram.com","Chicago","food"
"Tiesta Tea","customerservice@tiestatea.com","Chicago","food"
"Cooked","support@cookedchicago.com","Chicago","food"
"Protein Bar","info@theproteinbar.com","Chicago","food"
"YUP","yup@fairlife.com","Chicago","food"
"Protein2o","info@drinkprotein2o.com","Chicago","food"
"The Meatloaf Bakery","loaf@themeatloafbakery.com","Chicago","food"
"Jimmybar natural foods","kristen@jimmybars.com","Chicago","food"
"Newly Weds Foods Inc.","nwfnorthamerica@newlywedsfoods.com","Chicago","food"
"Meez Meals","meez@meezmeals.com","Chicago","food"
"Kasandrinos International","contact@kasandrinos.com","Chicago","food"
"1871 Dairy","info@1871dairy.com","Chicago","food"
"Donostia Foods","donostiafoods@donostiafoods.com","Chicago","food"
"Gary Poppins Handcrafted Popcorn","info@garypoppins.com","Chicago","food"
"Queen Anne Cordial Cherries","queenannefacebook@wfchocolate.com","Chicago","food"
"Char Crust® dry-rub seasonings","customerservice@charcrust.com","Chicago","food"
"Paleo Scavenger","info@paleoscavenger.com","Chicago","food"
"Radish","support@goradish.com","Chicago","food"
"Co-op Sauce","mike@coopsauce.com","Chicago","food"
"Clandestine Coffee Co.","hq@clandestinecoffeeco.com","Chicago","food"
"BC Merchants","info@bcmerchants.com","Chicago","food"
"Pizzazzed Plus","info@pizzazzedplus.com","Chicago","food"
"Send A Care Package.com","marketing@sendacarepackage.com","Chicago","food"
"Salt over Sugar","feedme@saltoversugar.com","Chicago","food"
"Molly's Cupcakes - RiverEast","rivereast@mollyscupcakes.com","Chicago","food"
"iO Chicago","classes@ioimprov.com, cesar@ioimprov.com","Chicago","food"
"Chicago Burger","marketing.chicagoburger@hotmail.com","Chicago","food"
"Jazz Showcase","jazzshowcase@jazzshowcase.com","Chicago","food"
"Enjoy Life Foods","info@enjoylifefoods.com","Chicago","food"
"Core Power","corepowersocial@fairlife.com","Chicago","food"
"My Homework Help","support@myhomeworkhelp.com","Chicago","food"
"Freehand Chicago","info.chicago@thefreehand.com","Chicago","food"
"Bays English Muffins","bayswebsite@bays.com","Chicago","food"
"Smith & Wollensky Steakhouse","marketing@swrg.com","Chicago","food"
"DineAmic Group","contact@dineamicgroup.com","Chicago","food"
"Fairlife","info@fairlife.com","Chicago","food"
"Hickory Farms","social@hickoryfarms.com","Chicago","food"
"Farmer's Fridge","info@farmersfridge.com","Chicago","food"
"The Halal Guys","info@hguys.com","Chicago","food"
"Park at Wrigley","info@parkatwrigley.com","Chicago","food"
"Vienna Beef","socialnetwork@viennabeef.com","Chicago","food"
"Chicago Burger Factory","chicagoburgerfactory@gmail.com","Chicago","food"
"Chef Daddy's","chfdaddy@gmail.com","Chicago","food"
"Garrett Popcorn Shops","garrettpopcorn@gmail.com","Chicago","food"
"Polana ""Polishfood.com""","info@polana.com","Chicago","food"
"Manny's Chicago Style","montalvo5612@gmail.com","Chicago","food"
"Cella's Cherries","tootsie@tootsie.com","Chicago","food"
"Culture Connection 360","cultureconnection360@gmail.com","Chicago","food"
"Giorgio's Italian Food, San Jose CA.","sanjose@giorgiositalianfood.com","San Jose","food"
"Turrones San José","central@panificadorasanjose.com","San Jose","food"
"Convivium Slow Food San José Costa Rica","patricia.sanchezcr@gmail.com","San Jose","food"
"Frigorífico San José","fsanjose1@yahoo.com.ar","San Jose","food"
"Distribuidora San José","distrisanjose2016@gmail.com","San Jose","food"
"Costa Rica Food Box","chef@costaricafoodbox.com","San Jose","food"
"Travelers' Food Hub","travelersfoodhub@gmail.com","San Jose","food"
"Quésabros Food Service","logistica@quesabros.com","San Jose","food"
"La Grullensa Restaurant- Authentic Mexican Food","info@lagrullensa.com","San Jose","food"
"Mi Pueblo Food Center","customerservice@mipueblofoods.com","San Jose","food"
"Horch Food Truck Park Oficial","horchfoodtruckparkoficial@gmail.com","San Jose","food"
"Solid Food House","tonitot_18@yahoo.com","San Jose","food"
"Vital Food","mysalud@vitalfood.co.cr","San Jose","food"
"Samy's Food Service","samantha_cerdas23@hotmail.com","San Jose","food"
"King's Cross Food","jessica_suarez01@hotmail.com","San Jose","food"
"SCG FoodSpace","info@scgfoodspace.com","San Jose","food"
"Cereza Healthy Food","cerezahealthyfood@gmail.com","San Jose","food"
"RESULTS. Professional Food Coaching, LLC","info@resultsfoodcoaching.com","San Jose","food"
"My express Food Bag","myexpressfoodbag@hotmail.com","San Jose","food"
"Morrón Food Service","morronfood.service@gmail.com","San Jose","food"
"Churros comidas food truck Tico Wok","hectorcr86@hotmail.com","San Jose","food"
"Dulce Trigo Food Service","izafiro@hotmail.com","San Jose","food"
"Thai Thai Food Truck","contact@thaithaifoodtruck.com","San Jose","food"
"Thai Street Food","thaistreetfood@gmail.com","San Jose","food"
"Almohadas Hoteleras COSTA RICA","hospedajesjacobeach@gmail.com","San Jose","food"
"Real Food (Bay Area)","angela@realfoodbayarea.com","San Jose","food"
"Nety's Food","netysfood@gmail.com","San Jose","food"
"Jack's Centroamérica","info@jacks.co.cr","San Jose","food"
"CRBF Fábrica de Cerveza Artesanal","ventas@fca.cr","San Jose","food"
"Manza Té","servicioalcliente@manzate.co.cr","San Jose","food"
"Good Food by MONA","mv_jardinero@yahoo.com","San Jose","food"
"Eastridge","info@eastridgemanagement.com","San Jose","food"
"San Jose Iturbide","hotellosarcos@hotmail.com","San Jose","food"
"Alimentos BonaVida -Nikkos Yogurt-","info@alimentosbonavida.com","San Jose","food"
"OKF Costa Rica","servicio@okfcr.com","San Jose","food"
"Illig Biergarten","chefnicoleillig@gmail.com","San Jose","food"
"Electrolit Costa Rica","info@kpoalpha.com","San Jose","food"
"Aceites Clover","aceitesclover2017@gmail.com","San Jose","food"
"Natures PATH Costa Rica","info@caps.co.cr","San Jose","food"
"Ritter Sport en Costa Rica","mercadeo@flordeajedrez.com","San Jose","food"
"Tierra Viva","productostierraviva@gmail.com","San Jose","food"
"Gourmet Fields","info@gourmetfields.com","San Jose","food"
"DULCE & SALADO/Pity Sandoval Oses/Nieves Oses Lobo","pitysandovaloses@hotmail.com","San Jose","food"
"The San Jose Flea Market","info@sjfm.com","San Jose","food"
"Pasteleria San Jose","call_center@pasteleriasanjose.com","San Jose","food"
"Go Raw","marketing@goraw.com","San Jose","food"
"Frutys Pepe","frutyspepe2016@gmail.com","San Jose","food"
"Gareli Catering / Productos Gourmet Artesanales","jessgarnier@racsa.co.cr","San Jose","food"
"Tortillas de Queso Quesonticas","quesonticas@gmail.com","San Jose","food"
"greenbitescafe.com","greenbitescafe@yahoo.com","San Jose","food"
"Cuando me da la gana","productosrae@gmail.com","San Jose","food"
"Vino.cr","info@vino.cr","San Jose","food"
"Britkitchen","info.britishkitchen@gmail.com","San Jose","food"
"Heladería Nitro Gelato","nitrosgelato@gmail.com","San Jose","food"
"Nnova Rice (Gluten Free)","mllamas@nutrisolvite.com","San Jose","food"
"SUMAIZcr.com","isazalo@hotmail.com","San Jose","food"
"De Mi Huerto Especialidades Gourmet","demihuertoespecialidades@gmail.com","San Jose","food"
"Detalles Express CR","detallesexpresscr@gmail.com","San Jose","food"
"TeaLand Gourmet Tea","info@thetealand.com","San Jose","food"
"Café Sánchez","sales@cafesanchez.co.cr","San Jose","food"
"Yamashita Orgánico","yamashita.creativecooking@gmail.com","San Jose","food"
"Doñarepa Costa Rica","angelicaminguet@gmail.com","San Jose","food"
"La ksa de la Chuleta","laksachuleta05@hotmail.com","San Jose","food"
"Tostadora El Dorado S.A.","servicioalcliente@cafedorado.com","San Jose","food"
"Tierra Dulce","tierradulcecr@gmail.com","San Jose","food"
"Preparato","info@preparatocr.com","San Jose","food"
"Frontier Bites","info@frontiersnacks.com","San Jose","food"
"Bodegon Gourmet","idedin@gmail.com","San Jose","food"
"Chocolates Theo","theochocolates@gmail.com","San Jose","food"
"FUNDO SAN JOSE ECOLODGE LA MERCED - CHANCHAMAYO","fundosanjose@fundosanjose.com.pe","San Jose","food"
"Como en Casa S.A.","alex.car0678@gmail.com","San Jose","food"
